method,mode,case_id,source_model,trajectory_type,trajectory_duration_s,shape,time_s,C_true,ESR_true,C_est,ESR_est
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.02048,9.95904e-05,0.05,9.95757390125706e-05,0.0475421966466191
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.04096,9.91808e-05,0.05,9.94236139023733e-05,0.0518005284138836
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.06144,9.87712e-05,0.05,9.90541335098463e-05,0.0502714857982849
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.08192,9.83616e-05,0.05,9.88860893067694e-05,0.0479373082312752
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.1024,9.7952e-05,0.05,9.87593120230652e-05,0.0512872051159595
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.12288,9.75424e-05,0.05,9.84641798473573e-05,0.0511622195109784
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.14336,9.71328e-05,0.05,9.8203467149846e-05,0.0479396876447659
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.16384,9.67232e-05,0.05,9.80221479079728e-05,0.0519945353512749
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.18432,9.63136e-05,0.05,9.77842120611562e-05,0.0513087770608044
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.2048,9.5904e-05,0.05,9.74544398402257e-05,0.0487536738879925
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.22528,9.54944e-05,0.05,9.7219702091091e-05,0.0503763364910375
M3 Dual EKF,Equal-Report,RAMP-003,TRACE_DERIVED_OBSERVATION,C_ramp,1,linear,0.24576,9.50848e-05,0.05,9.69298785617786e-05,0.0512680710964122
